section_code,section_name,division_code,division_name,group_code,group_name,class_code,class_name,subclass_code,subclass_name
G,도매 및 소매업(45~47),45.0,자동차 및 부품 판매업,452.0,자동차 부품 및 내장품 판매업,4522.0,자동차 중고 부품 및 내장품 판매업,45220,자동차 중고 부품 및 내장품 판매업
G,도매 및 소매업(45~47),45.0,자동차 및 부품 판매업,453.0,모터사이클 및 부품 판매업,4530.0,모터사이클 및 부품 판매업,45301,모터사이클 및 부품 도매업
G,도매 및 소매업(45~47),45.0,자동차 및 부품 판매업,453.0,모터사이클 및 부품 판매업,4530.0,모터사이클 및 부품 판매업,45302,모터사이클 및 부품 소매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46101,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46102,음ㆍ식료품 및 담배 중개업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46103,"섬유, 의복, 신발 및 가죽제품 중개업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46104,목재 및 건축자재 중개업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46106,기계 및 장비 중개업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46107,그 외 기타 특정 상품 중개업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,461.0,상품 중개업,4610.0,상품 중개업,46109,상품 종합 중개업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46201,곡물 및 유지작물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46202,종자 및 묘목 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46203,사료 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46204,화훼류 및 식물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46205,육지 동물 및 반려 동물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,46209,기타 산업용 농산물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46311,과실류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46312,"채소류, 서류 및 향신작물류 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46313,육류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46314,건어물 및 젓갈류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46315,"신선, 냉동 및 기타 수산물 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,46319,기타 신선식품 및 단순 가공식품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46321,육류 가공식품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46322,수산물 가공식품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46323,"빵류, 과자류, 당류, 초콜릿 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46324,낙농품 및 동ㆍ식물성 유지 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46325,커피 및 차류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46326,조미료 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,46329,기타 가공식품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,46331,주류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,46332,비알코올음료 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,46333,담배 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46411,생활용 섬유 및 실 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46412,커튼 및 침구용품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46413,남녀용 겉옷 및 셔츠 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46414,유아용 의류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46415,속옷 및 잠옷 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46416,가죽 및 모피제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46417,의복 액세서리 및 모조 장신구 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4641.0,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",46419,기타 생활용 섬유 및 직물제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4642.0,신발 도매업,46420,신발 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4643.0,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",46431,생활용 가구 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4643.0,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",46432,"전구, 램프 및 조명장치 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4643.0,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",46433,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4643.0,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",46439,기타 비전기식 생활용 기기 및 기구 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4644.0,"의약품, 의료용품 및 화장품 도매업",46441,의약품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4644.0,"의약품, 의료용품 및 화장품 도매업",46442,의료용품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4644.0,"의약품, 의료용품 및 화장품 도매업",46443,화장품 및 화장용품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4644.0,"의약품, 의료용품 및 화장품 도매업",46444,비누 및 세정제 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4645.0,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업",46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4645.0,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업",46452,"문구용품, 회화용품, 사무용품 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4645.0,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업",46453,"서적, 잡지 및 기타 인쇄물 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4646.0,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",46461,음반 및 비디오물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4646.0,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",46462,악기 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4646.0,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",46463,"장난감 및 취미, 오락용품 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4646.0,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",46464,운동 및 경기용품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4646.0,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",46465,자전거 및 기타 운송장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4649.0,"가방, 시계, 안경 및 기타 생활용품 도매업",46491,가방 및 보호용 케이스 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4649.0,"가방, 시계, 안경 및 기타 생활용품 도매업",46492,시계 및 귀금속제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4649.0,"가방, 시계, 안경 및 기타 생활용품 도매업",46493,"안경, 사진장비 및 광학용품 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,464.0,생활용품 도매업,4649.0,"가방, 시계, 안경 및 기타 생활용품 도매업",46499,그 외 기타 생활용품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4651.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",46510,"컴퓨터 및 주변장치, 소프트웨어 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4652.0,"가전제품, 통신장비 및 부품 도매업",46521,가전제품 및 부품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4652.0,"가전제품, 통신장비 및 부품 도매업",46522,통신ㆍ방송장비 및 부품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4653.0,산업용 기계 및 장비 도매업,46531,농림업용 기계 및 장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4653.0,산업용 기계 및 장비 도매업,46532,건설ㆍ광업용 기계 및 장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4653.0,산업용 기계 및 장비 도매업,46533,공작용 기계 및 장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4653.0,산업용 기계 및 장비 도매업,46539,기타 산업용 기계 및 장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46591,사무용 가구 및 기기 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46592,의료기기 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46593,정밀기기 및 과학기기 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46594,수송용 운송장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46595,전기용 기계ㆍ장비 및 관련 기자재 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46596,전지 및 케이블 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,46599,그 외 기타 기계 및 장비 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4661.0,일반 건축자재 도매업,46611,원목 및 건축관련 목제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4661.0,일반 건축자재 도매업,46612,"골재, 벽돌 및 시멘트 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4661.0,일반 건축자재 도매업,46613,유리 및 창호 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4662.0,"냉ㆍ난방장치 및 철물, 수공구 도매업",46621,배관 및 냉ㆍ난방장치 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4662.0,"냉ㆍ난방장치 및 철물, 수공구 도매업",46622,"철물, 금속 파스너 및 수공구 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4669.0,기타 건축자재 도매업,46691,도료 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4669.0,기타 건축자재 도매업,46692,벽지 및 장판류 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,466.0,"건축 자재, 철물 및 난방장치 도매업",4669.0,기타 건축자재 도매업,46699,그 외 기타 건축자재 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4671.0,"연료, 연료용 광물 및 관련제품 도매업",46711,고체연료 및 관련제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4671.0,"연료, 연료용 광물 및 관련제품 도매업",46712,액체연료 및 관련제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4671.0,"연료, 연료용 광물 및 관련제품 도매업",46713,기체연료 및 관련제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4672.0,1차 금속제품 및 금속광물 도매업,46721,1차 금속제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4672.0,1차 금속제품 및 금속광물 도매업,46722,금속광물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4673.0,화학 물질 및 화학제품 도매업,46731,"염료, 안료 및 관련제품 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4673.0,화학 물질 및 화학제품 도매업,46732,비료 및 농약 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4673.0,화학 물질 및 화학제품 도매업,46733,플라스틱물질 및 합성고무 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4673.0,화학 물질 및 화학제품 도매업,46739,기타 화학물질 및 화학제품 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4674.0,"방직용 섬유, 실 및 직물 도매업",46741,방직용 섬유 및 실 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4674.0,"방직용 섬유, 실 및 직물 도매업",46742,직물 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4675.0,"종이 원지, 판지, 종이상자 도매업",46750,"종이 원지, 판지, 종이상자 도매업"
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4679.0,재생용 재료 및 기타 상품 전문 도매업,46791,재생용 재료 수집 및 판매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,467.0,기타 전문 도매업,4679.0,재생용 재료 및 기타 상품 전문 도매업,46799,그 외 기타 상품 전문 도매업
G,도매 및 소매업(45~47),46.0,도매 및 상품 중개업,468.0,상품 종합 도매업,4680.0,상품 종합 도매업,46800,상품 종합 도매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4711.0,대형 종합 소매업,47111,백화점
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4711.0,대형 종합 소매업,47112,대형 마트
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4711.0,대형 종합 소매업,47119,기타 대형 종합 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4712.0,음ㆍ식료품 위주 종합 소매업,47121,슈퍼마켓
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4712.0,음ㆍ식료품 위주 종합 소매업,47122,체인화 편의점
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4712.0,음ㆍ식료품 위주 종합 소매업,47129,기타 음ㆍ식료품 위주 종합 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4713.0,면세점,47130,면세점
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,471.0,종합 소매업,4719.0,그 외 기타 종합 소매업,47190,그 외 기타 종합 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47211,"곡물, 곡분 및 가축 사료 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47212,육류 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47213,건어물 및 젓갈류 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47214,"신선, 냉동 및 기타 수산물 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47215,"채소, 과실 및 뿌리작물 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4721.0,신선식품 및 단순 가공식품 소매업,47219,기타 신선식품 및 단순 가공식품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4722.0,가공식품 소매업,47221,"빵류, 과자류 및 당류 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4722.0,가공식품 소매업,47222,건강 보조식품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4722.0,가공식품 소매업,47223,조리 반찬류 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4722.0,가공식품 소매업,47229,기타 가공식품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4723.0,음료 및 담배 소매업,47231,음료 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,472.0,음ㆍ식료품 및 담배 소매업,4723.0,음료 및 담배 소매업,47232,담배 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,473.0,가전제품 및 정보 통신장비 소매업,4731.0,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",47311,"컴퓨터 및 주변장치, 소프트웨어 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,473.0,가전제품 및 정보 통신장비 소매업,4731.0,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",47312,통신기기 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,473.0,가전제품 및 정보 통신장비 소매업,4732.0,가전제품 소매업,47320,가전제품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47411,남자용 겉옷 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47412,여자용 겉옷 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47413,속옷 및 잠옷 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47414,셔츠 및 블라우스 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47415,한복 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47416,가죽 및 모피의복 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47417,유아용 의류 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4741.0,의복 소매업,47419,기타 의복 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4742.0,"섬유, 직물 및 의복 액세서리 소매업",47421,가정용 직물제품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4742.0,"섬유, 직물 및 의복 액세서리 소매업",47422,의복 액세서리 및 모조 장신구 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4742.0,"섬유, 직물 및 의복 액세서리 소매업",47429,"섬유 원단, 실 및 기타 섬유제품 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4743.0,신발 소매업,47430,신발 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",4744.0,가방 및 기타 가죽제품 소매업,47440,가방 및 기타 가죽제품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4751.0,"철물, 공구, 창호 및 건설자재 소매업",47511,철물 및 난방용구 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4751.0,"철물, 공구, 창호 및 건설자재 소매업",47512,공구 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4751.0,"철물, 공구, 창호 및 건설자재 소매업",47513,"벽지, 마루덮개 및 장판류 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4751.0,"철물, 공구, 창호 및 건설자재 소매업",47519,"페인트, 창호 및 기타 건설자재 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4752.0,가구 소매업,47520,가구 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4759.0,그 외 기타 가정용품 소매업,47591,전기용품 및 조명장치 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4759.0,그 외 기타 가정용품 소매업,47592,"주방용품 및 가정용 유리, 요업 제품 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4759.0,그 외 기타 가정용품 소매업,47593,악기 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,475.0,기타 생활용품 소매업,4759.0,그 외 기타 가정용품 소매업,47599,그 외 기타 분류 안된 가정용품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4761.0,서적 및 문구용품 소매업,47611,"서적, 신문 및 잡지류 소매업"
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4761.0,서적 및 문구용품 소매업,47612,문구용품 및 회화용품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4762.0,음반 및 비디오물 소매업,47620,음반 및 비디오물 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4763.0,운동용품 및 자전거 소매업,47631,운동 및 경기용품 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4763.0,운동용품 및 자전거 소매업,47632,자전거 및 기타 운송장비 소매업
G,도매 및 소매업(45~47),47.0,소매업; 자동차 제외,476.0,"문화, 오락 및 여가 용품 소매업",4764.0,"게임용구, 인형 및 장난감 소매업",47640,"게임용구, 인형 및 장난감 소매업"
